,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
601,14540,"Mr. Albert Jop is 65 years old, his social is 132-33-5438. He is about to retire from the Chief Executive Officer role he's had for years now.This said, we need to start training Madam Duvalier as soon as possible to prepare her for the new role. This will take at least 1 month's training to complete. Madam Duvalieras is 33 years old, her social is 514-36-9755. She has been working as an Executive Manager for the past 4 years, and in my opinion, she is more than qualified to take on the CEO role. ","{""utterances"": [{""utterance"": ""Mr. Albert Jop is 65 years old, his social is 132-33-5438. He is about to retire from the Chief Executive Officer role he's had for years now.This said, we need to start training Madam Duvalier as soon as possible to prepare her for the new role. This will take at least 1 month's training to complete. Madam Duvalieras is 33 years old, her social is 514-36-9755. She has been working as an Executive Manager for the past 4 years, and in my opinion, she is more than qualified to take on the CEO role. "", ""entityMatches"": [{""beginOffset"": 4, ""endOffset"": 14, ""originalString"": ""Albert Jop"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Albert Jop"", ""name"": ""Albert Jop"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 18, ""endOffset"": 26, ""originalString"": ""65 years"", ""matchedEntities"": [{""entityName"": ""AGE_PII"", ""score"": 1.0, ""value"": {""originalString"": ""65 years"", ""name"": ""65 years"", ""entityName"": ""AGE_PII""}}]}, {""beginOffset"": 46, ""endOffset"": 57, ""originalString"": ""132-33-5438"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""132-33-5438"", ""name"": ""132-33-5438"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 138, ""endOffset"": 141, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 185, ""endOffset"": 193, ""originalString"": ""Duvalier"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Duvalier"", ""name"": ""Duvalier"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 271, ""endOffset"": 278, ""originalString"": ""1 month"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""1 month"", ""name"": ""1 month"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 323, ""endOffset"": 331, ""originalString"": ""33 years"", ""matchedEntities"": [{""entityName"": ""AGE_PII"", ""score"": 1.0, ""value"": {""originalString"": ""33 years"", ""name"": ""33 years"", ""entityName"": ""AGE_PII""}}]}, {""beginOffset"": 351, ""endOffset"": 362, ""originalString"": ""514-36-9755"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""514-36-9755"", ""name"": ""514-36-9755"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 417, ""endOffset"": 429, ""originalString"": ""past 4 years"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""past 4 years"", ""name"": ""past 4 years"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Albert Jop
AGE_PII: 65 years
SSN_PII: 132-33-5438
DATE_TIME_PII: now
PERSON_PII: Duvalier
DATE_TIME_PII: 1 month
AGE_PII: 33 years
SSN_PII: 514-36-9755
DATE_TIME_PII: past 4 years"
1270,16336,"Hi Charlie, 
 
 Thanks for reaching back, my ID is 908-12-3432 and my number is (305) 811-7874, I'm very interested in your services, I've checked your information, and I'm also looking forward to working with you, can we schedule the call on Wednesday at 3:00 pm CST?","{""utterances"": [{""utterance"": ""Hi Charlie, \n \n Thanks for reaching back, my ID is 908-12-3432 and my number is (305) 811-7874, I'm very interested in your services, I've checked your information, and I'm also looking forward to working with you, can we schedule the call on Wednesday at 3:00 pm CST?"", ""entityMatches"": [{""beginOffset"": 3, ""endOffset"": 10, ""originalString"": ""Charlie"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Charlie"", ""name"": ""Charlie"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 51, ""endOffset"": 62, ""originalString"": ""908-12-3432"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""908-12-3432"", ""name"": ""908-12-3432"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}, {""beginOffset"": 80, ""endOffset"": 94, ""originalString"": ""(305) 811-7874"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(305) 811-7874"", ""name"": ""(305) 811-7874"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 243, ""endOffset"": 267, ""originalString"": ""Wednesday at 3:00 pm CST"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Wednesday at 3:00 pm CST"", ""name"": ""Wednesday at 3:00 pm CST"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Charlie
TAXPAYER_ID_US_PII: 908-12-3432
TELEPHONE_NUMBER_PII: (305) 811-7874
DATE_TIME_PII: Wednesday at 3:00 pm CST"
404,14334,"I have been working a couple of jobs at 2234 Pete Way Blvd, Broward County, FL. In those fields I have managed to meet people like Wendy who have helped me to learn the skills I need to survive.","{""utterances"": [{""utterance"": ""I have been working a couple of jobs at 2234 Pete Way Blvd, Broward County, FL. In those fields I have managed to meet people like Wendy who have helped me to learn the skills I need to survive."", ""entityMatches"": [{""beginOffset"": 40, ""endOffset"": 78, ""originalString"": ""2234 Pete Way Blvd, Broward County, FL"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2234 Pete Way Blvd, Broward County, FL"", ""name"": ""2234 Pete Way Blvd, Broward County, FL"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 131, ""endOffset"": 136, ""originalString"": ""Wendy"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Wendy"", ""name"": ""Wendy"", ""entityName"": ""PERSON_PII""}}]}]}]}","ADDRESS_PII: 2234 Pete Way Blvd, Broward County, FL
PERSON_PII: Wendy"
2989,22853,"This is a follow-up of my early retirement application because I am injured and unable to work, my name is Harry Curtis and my social security number is 667-44-1345.","{""utterances"": [{""utterance"": ""This is a follow-up of my early retirement application because I am injured and unable to work, my name is Harry Curtis and my social security number is 667-44-1345."", ""entityMatches"": [{""beginOffset"": 107, ""endOffset"": 119, ""originalString"": ""Harry Curtis"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Harry Curtis"", ""name"": ""Harry Curtis"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 153, ""endOffset"": 164, ""originalString"": ""667-44-1345"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""667-44-1345"", ""name"": ""667-44-1345"", ""entityName"": ""SSN_PII""}}]}]}]}","PERSON_PII: Harry Curtis
SSN_PII: 667-44-1345"
302,14231,"I'm getting tired of this!! This is completely unaccepteble.

This is the third time calling your terrible customer service department!!!! 
Can someone please explain to me why this is so difficult, let me repeat once again, and I honestly hope this will be the last time. Please do whatever it takes or escalate this issue to whoever you need to escalate it to but please update my bank account number 264345689289
I'm sick and tired of getting the same messages over and over again, I'm not behind payments!!!! You are not using the correct banking information.
GOSH!! 

I hate your service and trust me this is the last time I'll ever purchase your services!","{""utterances"": [{""utterance"": ""I'm getting tired of this!! This is completely unaccepteble.\n\nThis is the third time calling your terrible customer service department!!!! \nCan someone please explain to me why this is so difficult, let me repeat once again, and I honestly hope this will be the last time. Please do whatever it takes or escalate this issue to whoever you need to escalate it to but please update my bank account number 264345689289\nI'm sick and tired of getting the same messages over and over again, I'm not behind payments!!!! You are not using the correct banking information.\nGOSH!! \n\nI hate your service and trust me this is the last time I'll ever purchase your services!"", ""entityMatches"": [{""beginOffset"": 403, ""endOffset"": 415, ""originalString"": ""264345689289"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""264345689289"", ""name"": ""264345689289"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}",BANK_ACCOUNT_NUMBER_PII: 264345689289
3483,24484,My name is Olivia Lewis with Social Security number 667-44-1345. I want to apply for an internet connection. Please call me at (252) 245-5422. Thank you in advance!,"{""utterances"": [{""utterance"": ""My name is Olivia Lewis with Social Security number 667-44-1345. I want to apply for an internet connection. Please call me at (252) 245-5422. Thank you in advance!"", ""entityMatches"": [{""beginOffset"": 11, ""endOffset"": 23, ""originalString"": ""Olivia Lewis"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Olivia Lewis"", ""name"": ""Olivia Lewis"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 52, ""endOffset"": 63, ""originalString"": ""667-44-1345"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""667-44-1345"", ""name"": ""667-44-1345"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 127, ""endOffset"": 141, ""originalString"": ""(252) 245-5422"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(252) 245-5422"", ""name"": ""(252) 245-5422"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Olivia Lewis
SSN_PII: 667-44-1345
TELEPHONE_NUMBER_PII: (252) 245-5422"
2801,22404,"Hi, I would like to place and order for the new Peleton Tread. My bank account number is 48273974, and the routing number is 34787898. I know they are about a month behind on delivery, but I can not wait to have it!","{""utterances"": [{""utterance"": ""Hi, I would like to place and order for the new Peleton Tread. My bank account number is 48273974, and the routing number is 34787898. I know they are about a month behind on delivery, but I can not wait to have it!"", ""entityMatches"": [{""beginOffset"": 89, ""endOffset"": 97, ""originalString"": ""48273974"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""48273974"", ""name"": ""48273974"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 125, ""endOffset"": 133, ""originalString"": ""34787898"", ""matchedEntities"": [{""entityName"": ""BANK_ROUTING_PII"", ""score"": 1.0, ""value"": {""originalString"": ""34787898"", ""name"": ""34787898"", ""entityName"": ""BANK_ROUTING_PII""}}]}, {""beginOffset"": 159, ""endOffset"": 164, ""originalString"": ""month"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""month"", ""name"": ""month"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","BANK_ACCOUNT_NUMBER_PII: 48273974
BANK_ROUTING_PII: 34787898
DATE_TIME_PII: month"
1352,16424,The nursery called the client at (215) 774-8899 to let them know their trees were going to be delivered tomorrow. They also took the customer's credit card ending in -2626 for the remainder of the balance.,"{""utterances"": [{""utterance"": ""The nursery called the client at (215) 774-8899 to let them know their trees were going to be delivered tomorrow. They also took the customer's credit card ending in -2626 for the remainder of the balance."", ""entityMatches"": [{""beginOffset"": 33, ""endOffset"": 47, ""originalString"": ""(215) 774-8899"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(215) 774-8899"", ""name"": ""(215) 774-8899"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 104, ""endOffset"": 112, ""originalString"": ""tomorrow"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""tomorrow"", ""name"": ""tomorrow"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 166, ""endOffset"": 171, ""originalString"": ""-2626"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""-2626"", ""name"": ""-2626"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","TELEPHONE_NUMBER_PII: (215) 774-8899
DATE_TIME_PII: tomorrow
CREDIT_DEBIT_NUMBER_PII: -2626"
1933,17045,"It seems you don't believe I'm 19 years old. You can check my age on my driver's license, if you want.","{""utterances"": [{""utterance"": ""It seems you don't believe I'm 19 years old. You can check my age on my driver's license, if you want."", ""entityMatches"": [{""beginOffset"": 31, ""endOffset"": 33, ""originalString"": ""19"", ""matchedEntities"": [{""entityName"": ""AGE_PII"", ""score"": 1.0, ""value"": {""originalString"": ""19"", ""name"": ""19"", ""entityName"": ""AGE_PII""}}]}]}]}",AGE_PII: 19
2292,17443,"I could take my job back because I filed a complaint when they fired me on April 22. I suffered depression, anxiety, and alcoholism due to the stress I used to manage in my position. Dr. Joseph Jimenez certified the reason for the diagnosis and the company had to deposit $2,000 USD in my account 25644571 as compensation for the damages. My brother-in-law told me that $2,000 is a really low rate to settle and that I should have tried to sue them, but what can I do about it at this point? I try not to think about how much more money I could have gotten.","{""utterances"": [{""utterance"": ""I could take my job back because I filed a complaint when they fired me on April 22. I suffered depression, anxiety, and alcoholism due to the stress I used to manage in my position. Dr. Joseph Jimenez certified the reason for the diagnosis and the company had to deposit $2,000 USD in my account 25644571 as compensation for the damages. My brother-in-law told me that $2,000 is a really low rate to settle and that I should have tried to sue them, but what can I do about it at this point? I try not to think about how much more money I could have gotten."", ""entityMatches"": [{""beginOffset"": 75, ""endOffset"": 83, ""originalString"": ""April 22"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""April 22"", ""name"": ""April 22"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 187, ""endOffset"": 201, ""originalString"": ""Joseph Jimenez"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Joseph Jimenez"", ""name"": ""Joseph Jimenez"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 297, ""endOffset"": 305, ""originalString"": ""25644571"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""25644571"", ""name"": ""25644571"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: April 22
PERSON_PII: Joseph Jimenez
BANK_ACCOUNT_NUMBER_PII: 25644571"
412,14350,"Jesse recently setted up an automatic payment for his gas bill on his Visa debit card 4595-3348-2521-0900. He had forgotten to pay a few, over the past couple of years, and figured that this would be much easier since he didn't have to rely on his memory to make the payments, this way he wouldn't have to pay late fees or worry about his service getting cut off. He thought it was the best thing to do and was wondering why he hand't done this before. He is doing the same thing with all his other recurring payments including telephone, electricity, insurance, internet services and others.","{""utterances"": [{""utterance"": ""Jesse recently setted up an automatic payment for his gas bill on his Visa debit card 4595-3348-2521-0900. He had forgotten to pay a few, over the past couple of years, and figured that this would be much easier since he didn't have to rely on his memory to make the payments, this way he wouldn't have to pay late fees or worry about his service getting cut off. He thought it was the best thing to do and was wondering why he hand't done this before. He is doing the same thing with all his other recurring payments including telephone, electricity, insurance, internet services and others."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Jesse"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jesse"", ""name"": ""Jesse"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 86, ""endOffset"": 105, ""originalString"": ""4595-3348-2521-0900"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4595-3348-2521-0900"", ""name"": ""4595-3348-2521-0900"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 147, ""endOffset"": 167, ""originalString"": ""past couple of years"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""past couple of years"", ""name"": ""past couple of years"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Jesse
CREDIT_DEBIT_NUMBER_PII: 4595-3348-2521-0900
DATE_TIME_PII: past couple of years"
1449,16521,"The car that hit the mailbox, knocking it down, was a blue Toyota Camry with license plate number ZECN66. The person that lives across the street witnessed it.","{""utterances"": [{""utterance"": ""The car that hit the mailbox, knocking it down, was a blue Toyota Camry with license plate number ZECN66. The person that lives across the street witnessed it."", ""entityMatches"": [{""beginOffset"": 98, ""endOffset"": 104, ""originalString"": ""ZECN66"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""ZECN66"", ""name"": ""ZECN66"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}",LICENSE_PLATE_NUMBER_PII: ZECN66
1778,16873,Cassidy bought three records at the vintage music store. She was going to pay cash but then realized she was $10 short so she gave the guy working her Visa card 4497-5467-8332-9844 instead.,"{""utterances"": [{""utterance"": ""Cassidy bought three records at the vintage music store. She was going to pay cash but then realized she was $10 short so she gave the guy working her Visa card 4497-5467-8332-9844 instead."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 7, ""originalString"": ""Cassidy"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Cassidy"", ""name"": ""Cassidy"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 161, ""endOffset"": 180, ""originalString"": ""4497-5467-8332-9844"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4497-5467-8332-9844"", ""name"": ""4497-5467-8332-9844"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","PERSON_PII: Cassidy
CREDIT_DEBIT_NUMBER_PII: 4497-5467-8332-9844"
1295,16365,"Hello, 
 
 Thank you for reaching out to me, well, in your case you will have to renew ID number 983-58-9547, as your legal name has changedsince the original was issued. 
 
 What you have to do is to submit documentation to support your legal name, either a court order, a marriage certificate, a divorce decree, etc. 
 
 The information will be reviewed and a new ID will be issued for you. You will have to attach all the supporting documentation to Form W-7. 
 
 You can download Form W-7 from this link. 
 
 Regards,","{""utterances"": [{""utterance"": ""Hello, \n \n Thank you for reaching out to me, well, in your case you will have to renew ID number 983-58-9547, as your legal name has changedsince the original was issued. \n \n What you have to do is to submit documentation to support your legal name, either a court order, a marriage certificate, a divorce decree, etc. \n \n The information will be reviewed and a new ID will be issued for you. You will have to attach all the supporting documentation to Form W-7. \n \n You can download Form W-7 from this link. \n \n Regards,"", ""entityMatches"": [{""beginOffset"": 97, ""endOffset"": 108, ""originalString"": ""983-58-9547"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""983-58-9547"", ""name"": ""983-58-9547"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}]}]}",TAXPAYER_ID_US_PII: 983-58-9547
2502,17677,"Hi there, I'm here to renew my passport.
 My social security number is 342-66-9987
 My passport number is 2666787874
 
 May I know how long it takes to get my new passport?","{""utterances"": [{""utterance"": ""Hi there, I'm here to renew my passport.\n My social security number is 342-66-9987\n My passport number is 2666787874\n \n May I know how long it takes to get my new passport?"", ""entityMatches"": [{""beginOffset"": 71, ""endOffset"": 82, ""originalString"": ""342-66-9987"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""342-66-9987"", ""name"": ""342-66-9987"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 106, ""endOffset"": 116, ""originalString"": ""2666787874"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2666787874"", ""name"": ""2666787874"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}","SSN_PII: 342-66-9987
PASSPORT_NUMBER_US_PII: 2666787874"
2623,17899,"My son left around 2pm this afternoon, and I haven't heard from him. Can you please send an officer out to help find him? He's driving a black Ford f150, and the license plate is 8AAA325. He's only seventeen, so I am very worried about him.","{""utterances"": [{""utterance"": ""My son left around 2pm this afternoon, and I haven't heard from him. Can you please send an officer out to help find him? He's driving a black Ford f150, and the license plate is 8AAA325. He's only seventeen, so I am very worried about him."", ""entityMatches"": [{""beginOffset"": 19, ""endOffset"": 37, ""originalString"": ""2pm this afternoon"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2pm this afternoon"", ""name"": ""2pm this afternoon"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 179, ""endOffset"": 186, ""originalString"": ""8AAA325"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""8AAA325"", ""name"": ""8AAA325"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: 2pm this afternoon
LICENSE_PLATE_NUMBER_PII: 8AAA325"
837,14794,"Hey, I know you from somewhere. You are Carolina Herrera, right? We used to study in the same school but I was one grade ahead of you. We did a literature project together, remember? Can't remember the specifics but it was about Shakespeare. You went to Knights High School in Saint Helena, right? Wow, small world. Well hey, I just moved here by myself and I'm hoping to get to know people better. Would you want to hang out sometime? My number is (228) 777-9898. Please call me sometime so that we can catch up.","{""utterances"": [{""utterance"": ""Hey, I know you from somewhere. You are Carolina Herrera, right? We used to study in the same school but I was one grade ahead of you. We did a literature project together, remember? Can't remember the specifics but it was about Shakespeare. You went to Knights High School in Saint Helena, right? Wow, small world. Well hey, I just moved here by myself and I'm hoping to get to know people better. Would you want to hang out sometime? My number is (228) 777-9898. Please call me sometime so that we can catch up."", ""entityMatches"": [{""beginOffset"": 40, ""endOffset"": 56, ""originalString"": ""Carolina Herrera"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Carolina Herrera"", ""name"": ""Carolina Herrera"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 254, ""endOffset"": 289, ""originalString"": ""Knights High School in Saint Helena"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Knights High School in Saint Helena"", ""name"": ""Knights High School in Saint Helena"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 449, ""endOffset"": 463, ""originalString"": ""(228) 777-9898"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(228) 777-9898"", ""name"": ""(228) 777-9898"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Carolina Herrera
ADDRESS_PII: Knights High School in Saint Helena
TELEPHONE_NUMBER_PII: (228) 777-9898"
2263,17407,Loyalty reward card: Our customers are invited on May-22 1pm to receive their credentials. You are going to receive a credit card with 10 000 USD if you are the first. E-mail me at {MAIL} if you have any questions.,"{""utterances"": [{""utterance"": ""Loyalty reward card: Our customers are invited on May-22 1pm to receive their credentials. You are going to receive a credit card with 10 000 USD if you are the first. E-mail me at {MAIL} if you have any questions."", ""entityMatches"": [{""beginOffset"": 50, ""endOffset"": 60, ""originalString"": ""May-22 1pm"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""May-22 1pm"", ""name"": ""May-22 1pm"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}",DATE_TIME_PII: May-22 1pm
1953,17067,That won't be the case sir! Please see my credit card 5435-8253-2156-9050 here and it's expiry date FEB/23 . Here is my driver id A37898729 as well.,"{""utterances"": [{""utterance"": ""That won't be the case sir! Please see my credit card 5435-8253-2156-9050 here and it's expiry date FEB/23 . Here is my driver id A37898729 as well."", ""entityMatches"": [{""beginOffset"": 54, ""endOffset"": 73, ""originalString"": ""5435-8253-2156-9050"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5435-8253-2156-9050"", ""name"": ""5435-8253-2156-9050"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 100, ""endOffset"": 106, ""originalString"": ""FEB/23"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""FEB/23"", ""name"": ""FEB/23"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}, {""beginOffset"": 130, ""endOffset"": 139, ""originalString"": ""A37898729"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""A37898729"", ""name"": ""A37898729"", ""entityName"": ""DRIVER_ID_US_PII""}}]}]}]}","CREDIT_DEBIT_NUMBER_PII: 5435-8253-2156-9050
CREDIT_DEBIT_EXPIRY_PII: FEB/23
DRIVER_ID_US_PII: A37898729"
1813,16909,"Hi there, I am throwing a birthday party for my girlfriend next week and I would like to place an order for a large sheet cake, please. My credit card number is 4454-7588-3453-3777 and the expiration is DEC-24 . Thanks so much!","{""utterances"": [{""utterance"": ""Hi there, I am throwing a birthday party for my girlfriend next week and I would like to place an order for a large sheet cake, please. My credit card number is 4454-7588-3453-3777 and the expiration is DEC-24 . Thanks so much!"", ""entityMatches"": [{""beginOffset"": 59, ""endOffset"": 68, ""originalString"": ""next week"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""next week"", ""name"": ""next week"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 161, ""endOffset"": 180, ""originalString"": ""4454-7588-3453-3777"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4454-7588-3453-3777"", ""name"": ""4454-7588-3453-3777"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 203, ""endOffset"": 210, ""originalString"": ""DEC-24 "", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""DEC-24 "", ""name"": ""DEC-24 "", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","DATE_TIME_PII: next week
CREDIT_DEBIT_NUMBER_PII: 4454-7588-3453-3777
CREDIT_DEBIT_EXPIRY_PII: DEC-24 "
