,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
302,17796,"I, Simon Wells authorize Richard Brooks to collect the tickets from order #4565, paid by my card ending in 6520.","{""utterances"": [{""utterance"": ""I, Simon Wells authorize Richard Brooks to collect the tickets from order #4565, paid by my card ending in 6520."", ""entityMatches"": [{""beginOffset"": 3, ""endOffset"": 14, ""originalString"": ""Simon Wells"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Simon Wells"", ""name"": ""Simon Wells"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 25, ""endOffset"": 39, ""originalString"": ""Richard Brooks"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Richard Brooks"", ""name"": ""Richard Brooks"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 107, ""endOffset"": 111, ""originalString"": ""6520"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""6520"", ""name"": ""6520"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","PERSON_PII: Simon Wells
PERSON_PII: Richard Brooks
CREDIT_DEBIT_NUMBER_PII: 6520"
1352,24618,"Miss Nash, my name is Sarah Stock and I'm calling from Chase Bank. I understand you had an issue at our branch this afternoon and I wanted to reach out to see if I can be of any help to you. Please feel free to call me at (305) 811-7874 whenever you get the chance. Thank you and have a nice day.","{""utterances"": [{""utterance"": ""Miss Nash, my name is Sarah Stock and I'm calling from Chase Bank. I understand you had an issue at our branch this afternoon and I wanted to reach out to see if I can be of any help to you. Please feel free to call me at (305) 811-7874 whenever you get the chance. Thank you and have a nice day."", ""entityMatches"": [{""beginOffset"": 5, ""endOffset"": 9, ""originalString"": ""Nash"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Nash"", ""name"": ""Nash"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 22, ""endOffset"": 33, ""originalString"": ""Sarah Stock"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Sarah Stock"", ""name"": ""Sarah Stock"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 111, ""endOffset"": 125, ""originalString"": ""this afternoon"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""this afternoon"", ""name"": ""this afternoon"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 222, ""endOffset"": 236, ""originalString"": ""(305) 811-7874"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(305) 811-7874"", ""name"": ""(305) 811-7874"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Nash
PERSON_PII: Sarah Stock
DATE_TIME_PII: this afternoon
TELEPHONE_NUMBER_PII: (305) 811-7874"
1933,22845,"Good evening. My name is Francesco from GrabFood. I am the one delivering your order of a two-piece chicken dinner at one large Coke. Your address is 3333 6th Blvd, Lee, Alabama 35672, right?","{""utterances"": [{""utterance"": ""Good evening. My name is Francesco from GrabFood. I am the one delivering your order of a two-piece chicken dinner at one large Coke. Your address is 3333 6th Blvd, Lee, Alabama 35672, right?"", ""entityMatches"": [{""beginOffset"": 25, ""endOffset"": 34, ""originalString"": ""Francesco"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Francesco"", ""name"": ""Francesco"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 150, ""endOffset"": 183, ""originalString"": ""3333 6th Blvd, Lee, Alabama 35672"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3333 6th Blvd, Lee, Alabama 35672"", ""name"": ""3333 6th Blvd, Lee, Alabama 35672"", ""entityName"": ""ADDRESS_PII""}}]}]}]}","PERSON_PII: Francesco
ADDRESS_PII: 3333 6th Blvd, Lee, Alabama 35672"
2292,25396,"Because Elvie was a foreigner, the staff asked for her passport id number after she purchased a luxury watch. ""5563524109 is my passport number,"" Elvie said, handing over her passport for inspection. When it comes to purchasing luxury items for foreigners, the rules are a little strict here. And Elvie was a little bummed about it.","{""utterances"": [{""utterance"": ""Because Elvie was a foreigner, the staff asked for her passport id number after she purchased a luxury watch. \""5563524109 is my passport number,\"" Elvie said, handing over her passport for inspection. When it comes to purchasing luxury items for foreigners, the rules are a little strict here. And Elvie was a little bummed about it."", ""entityMatches"": [{""beginOffset"": 8, ""endOffset"": 13, ""originalString"": ""Elvie"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Elvie"", ""name"": ""Elvie"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 111, ""endOffset"": 121, ""originalString"": ""5563524109"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5563524109"", ""name"": ""5563524109"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 146, ""endOffset"": 151, ""originalString"": ""Elvie"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Elvie"", ""name"": ""Elvie"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 297, ""endOffset"": 302, ""originalString"": ""Elvie"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Elvie"", ""name"": ""Elvie"", ""entityName"": ""PERSON_PII""}}]}]}]}","PERSON_PII: Elvie
PASSPORT_NUMBER_US_PII: 5563524109
PERSON_PII: Elvie
PERSON_PII: Elvie"
412,24995,Jamie's insurance denied his claim for the procedure so he called the doctor and gave them his HSA card ending in 2250 with the expiration date 07/23.,"{""utterances"": [{""utterance"": ""Jamie's insurance denied his claim for the procedure so he called the doctor and gave them his HSA card ending in 2250 with the expiration date 07/23."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Jamie"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jamie"", ""name"": ""Jamie"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 114, ""endOffset"": 118, ""originalString"": ""2250"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2250"", ""name"": ""2250"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 144, ""endOffset"": 149, ""originalString"": ""07/23"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""07/23"", ""name"": ""07/23"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","PERSON_PII: Jamie
CREDIT_DEBIT_NUMBER_PII: 2250
CREDIT_DEBIT_EXPIRY_PII: 07/23"
1449,24338,Can you go give me a favor? My daughter called me and she needs a money and I need to send her now.But I am not feeling well. Can you do it for me? Here is her bank account number 579090445899.,"{""utterances"": [{""utterance"": ""Can you go give me a favor? My daughter called me and she needs a money and I need to send her now.But I am not feeling well. Can you do it for me? Here is her bank account number 579090445899."", ""entityMatches"": [{""beginOffset"": 95, ""endOffset"": 98, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 180, ""endOffset"": 192, ""originalString"": ""579090445899"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""579090445899"", ""name"": ""579090445899"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: now
BANK_ACCOUNT_NUMBER_PII: 579090445899"
1778,23279,"Dear Mr. John,

This is a reminder that if you do not complete your paperwork by the deadline, you will not be graded for the entire semester. When you're finished, please send it to support@international.com.

Regards
Metropolis, Robert
Professor","{""utterances"": [{""utterance"": ""Dear Mr. John,\n\nThis is a reminder that if you do not complete your paperwork by the deadline, you will not be graded for the entire semester. When you're finished, please send it to support@international.com.\n\nRegards\nMetropolis, Robert\nProfessor"", ""entityMatches"": [{""beginOffset"": 9, ""endOffset"": 13, ""originalString"": ""John"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""John"", ""name"": ""John"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 183, ""endOffset"": 208, ""originalString"": ""support@international.com"", ""matchedEntities"": [{""entityName"": ""EMAIL_PII"", ""score"": 1.0, ""value"": {""originalString"": ""support@international.com"", ""name"": ""support@international.com"", ""entityName"": ""EMAIL_PII""}}]}, {""beginOffset"": 219, ""endOffset"": 237, ""originalString"": ""Metropolis, Robert"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Metropolis, Robert"", ""name"": ""Metropolis, Robert"", ""entityName"": ""PERSON_PII""}}]}]}]}","PERSON_PII: John
EMAIL_PII: support@international.com
PERSON_PII: Metropolis, Robert"
1295,24739,This is Melanie Velasquez calling for Romeo Velasquez's lab results. We urgently need a callback at (215) 774-8899. I believe the results are a false positive since he was under medication when the test was taken. So please call me back asap.,"{""utterances"": [{""utterance"": ""This is Melanie Velasquez calling for Romeo Velasquez's lab results. We urgently need a callback at (215) 774-8899. I believe the results are a false positive since he was under medication when the test was taken. So please call me back asap."", ""entityMatches"": [{""beginOffset"": 8, ""endOffset"": 25, ""originalString"": ""Melanie Velasquez"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Melanie Velasquez"", ""name"": ""Melanie Velasquez"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 38, ""endOffset"": 53, ""originalString"": ""Romeo Velasquez"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Romeo Velasquez"", ""name"": ""Romeo Velasquez"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 100, ""endOffset"": 114, ""originalString"": ""(215) 774-8899"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(215) 774-8899"", ""name"": ""(215) 774-8899"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Melanie Velasquez
PERSON_PII: Romeo Velasquez
TELEPHONE_NUMBER_PII: (215) 774-8899"
2502,25020,"My name is Stuart, I am a freelancer since April 30. My new client ask for my bank swift code which I provided, GHUEIL58342.","{""utterances"": [{""utterance"": ""My name is Stuart, I am a freelancer since April 30. My new client ask for my bank swift code which I provided, GHUEIL58342."", ""entityMatches"": [{""beginOffset"": 11, ""endOffset"": 17, ""originalString"": ""Stuart"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Stuart"", ""name"": ""Stuart"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 43, ""endOffset"": 51, ""originalString"": ""April 30"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""April 30"", ""name"": ""April 30"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 112, ""endOffset"": 123, ""originalString"": ""GHUEIL58342"", ""matchedEntities"": [{""entityName"": ""BANK_SWIFT_PII"", ""score"": 1.0, ""value"": {""originalString"": ""GHUEIL58342"", ""name"": ""GHUEIL58342"", ""entityName"": ""BANK_SWIFT_PII""}}]}]}]}","PERSON_PII: Stuart
DATE_TIME_PII: April 30
BANK_SWIFT_PII: GHUEIL58342"
837,25885,"Please inform Hector that we have yet to receive the deposit for the building supplies they took last month, and please give our bank information 85758247 again.","{""utterances"": [{""utterance"": ""Please inform Hector that we have yet to receive the deposit for the building supplies they took last month, and please give our bank information 85758247 again."", ""entityMatches"": [{""beginOffset"": 14, ""endOffset"": 20, ""originalString"": ""Hector"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Hector"", ""name"": ""Hector"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 97, ""endOffset"": 107, ""originalString"": ""last month"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last month"", ""name"": ""last month"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 146, ""endOffset"": 154, ""originalString"": ""85758247"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""85758247"", ""name"": ""85758247"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","PERSON_PII: Hector
DATE_TIME_PII: last month
BANK_ACCOUNT_NUMBER_PII: 85758247"
2263,25781,"""Missy, if you're applying for a credit card, you should also write down your passport ID number,"" Joe advised. So Missy wrote down L9044238, her passport identification number, on the application form and handed it to the lady in the window. After a few hours, the bank denies her credit card application.","{""utterances"": [{""utterance"": ""\""Missy, if you're applying for a credit card, you should also write down your passport ID number,\"" Joe advised. So Missy wrote down L9044238, her passport identification number, on the application form and handed it to the lady in the window. After a few hours, the bank denies her credit card application."", ""entityMatches"": [{""beginOffset"": 99, ""endOffset"": 102, ""originalString"": ""Joe"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Joe"", ""name"": ""Joe"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 132, ""endOffset"": 140, ""originalString"": ""L9044238"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""L9044238"", ""name"": ""L9044238"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 255, ""endOffset"": 260, ""originalString"": ""hours"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""hours"", ""name"": ""hours"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Joe
PASSPORT_NUMBER_US_PII: L9044238
DATE_TIME_PII: hours"
1953,22784,"Our neighbor Lupita is a mexican immigrant, she had to get a U.S. license E48978378 to drive her daughter's car since her mexican license is not valid here.","{""utterances"": [{""utterance"": ""Our neighbor Lupita is a mexican immigrant, she had to get a U.S. license E48978378 to drive her daughter's car since her mexican license is not valid here."", ""entityMatches"": [{""beginOffset"": 13, ""endOffset"": 19, ""originalString"": ""Lupita"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Lupita"", ""name"": ""Lupita"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 74, ""endOffset"": 83, ""originalString"": ""E48978378"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""E48978378"", ""name"": ""E48978378"", ""entityName"": ""DRIVER_ID_US_PII""}}]}]}]}","PERSON_PII: Lupita
DRIVER_ID_US_PII: E48978378"
1813,23189,"I need assistance, I haven’t received a new card and my card’s expiry month is May 24.","{""utterances"": [{""utterance"": ""I need assistance, I haven\u2019t received a new card and my card\u2019s expiry month is May 24."", ""entityMatches"": [{""beginOffset"": 70, ""endOffset"": 75, ""originalString"": ""month"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""month"", ""name"": ""month"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 79, ""endOffset"": 85, ""originalString"": ""May 24"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""May 24"", ""name"": ""May 24"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","DATE_TIME_PII: month
CREDIT_DEBIT_EXPIRY_PII: May 24"
2135,20862,"Every time we plan a trip to a foreign country, it might get overwhelming and a bit complicated. As there are many things to plan for, we might get confused about where to start. But, do not worry, we can help we with it!
 
 While we begin planning our trip, our first step must be to check the validity of our passport and curate all the documents required for international travel. After this, we can start shopping, packing, etc.
 
 As different countries have different document requirements, it is important to check the documents required to visit our destination country before we start arranging our documents. For example, if we travel to the Schengen region, it is mandatory to have travel insurance inclusive of medical insurance.
 
 Therefore, it is advisable to research and keep the travel documents ready to avoid last-minute challenges. We have listed below a few travel documents we would require during our international trip, irrespective of our destination country.
 
 While travelling to another country, it is important to have a passport. If we do not have one, it is advisable to apply for it beforehand so that our application can be processed and be ready in time. And, if we already have a passport, check the expiry date and passport number; it shouldn’t expire in the coming 6 months or until we come back. Furthermore, it is preferable to carry a copy of our passport. On a U.S. passport, the official number is listed on the inside information page alongside our name, birthday, photograph and the passport's expiration date. The number changes each time we get a new passport, so it will be different approximately every 10 years (or any time we renew our passport). It's best to always keep a photocopy of our passport somewhere safe just in case we misplace the actual passport. A good trick is to email ourself that photocopy or save it via a cloud storage service, so we'll always have it on the ready.
 
 Another important requirement during international travel is a visa. It is a stamp on our passport which provides permission to enter another country. However, a few countries provide visa on arrival, and for others, we need to apply for the same in advance. Therefore, while planning our trip, check the visa conditions, and if we cannot obtain an on-arrival visa, it is prudent to apply for a tourist visa in advance, as the process might take some time. Besides, in some cases, the visa might get rejected too.","{""utterances"": [{""utterance"": ""Every time we plan a trip to a foreign country, it might get overwhelming and a bit complicated. As there are many things to plan for, we might get confused about where to start. But, do not worry, we can help we with it!\n \n While we begin planning our trip, our first step must be to check the validity of our passport and curate all the documents required for international travel. After this, we can start shopping, packing, etc.\n \n As different countries have different document requirements, it is important to check the documents required to visit our destination country before we start arranging our documents. For example, if we travel to the Schengen region, it is mandatory to have travel insurance inclusive of medical insurance.\n \n Therefore, it is advisable to research and keep the travel documents ready to avoid last-minute challenges. We have listed below a few travel documents we would require during our international trip, irrespective of our destination country.\n \n While travelling to another country, it is important to have a passport. If we do not have one, it is advisable to apply for it beforehand so that our application can be processed and be ready in time. And, if we already have a passport, check the expiry date and passport number; it shouldn\u2019t expire in the coming 6 months or until we come back. Furthermore, it is preferable to carry a copy of our passport. On a U.S. passport, the official number is listed on the inside information page alongside our name, birthday, photograph and the passport's expiration date. The number changes each time we get a new passport, so it will be different approximately every 10 years (or any time we renew our passport). It's best to always keep a photocopy of our passport somewhere safe just in case we misplace the actual passport. A good trick is to email ourself that photocopy or save it via a cloud storage service, so we'll always have it on the ready.\n \n Another important requirement during international travel is a visa. It is a stamp on our passport which provides permission to enter another country. However, a few countries provide visa on arrival, and for others, we need to apply for the same in advance. Therefore, while planning our trip, check the visa conditions, and if we cannot obtain an on-arrival visa, it is prudent to apply for a tourist visa in advance, as the process might take some time. Besides, in some cases, the visa might get rejected too."", ""entityMatches"": [{""beginOffset"": 834, ""endOffset"": 840, ""originalString"": ""minute"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""minute"", ""name"": ""minute"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 1304, ""endOffset"": 1312, ""originalString"": ""6 months"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""6 months"", ""name"": ""6 months"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 1653, ""endOffset"": 1661, ""originalString"": ""10 years"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""10 years"", ""name"": ""10 years"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","DATE_TIME_PII: minute
DATE_TIME_PII: 6 months
DATE_TIME_PII: 10 years"
1066,25326,"Darren was about to purchase my gift when the cashier told him that his card had expired on May 24. This delayed my plans for delivering it because I had to go back home and pick up some cash I had there, run back to the store and it wasn't until then that I was able to drop it off.","{""utterances"": [{""utterance"": ""Darren was about to purchase my gift when the cashier told him that his card had expired on May 24. This delayed my plans for delivering it because I had to go back home and pick up some cash I had there, run back to the store and it wasn't until then that I was able to drop it off."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 6, ""originalString"": ""Darren"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Darren"", ""name"": ""Darren"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 92, ""endOffset"": 98, ""originalString"": ""May 24"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""May 24"", ""name"": ""May 24"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","PERSON_PII: Darren
CREDIT_DEBIT_EXPIRY_PII: May 24"
255,22268,"Thank you for registering with Bank of America.
You bank account number is 59680851.
Your debit card number is 3467-7878-3598-3437.","{""utterances"": [{""utterance"": ""Thank you for registering with Bank of America.\nYou bank account number is 59680851.\nYour debit card number is 3467-7878-3598-3437."", ""entityMatches"": [{""beginOffset"": 75, ""endOffset"": 83, ""originalString"": ""59680851"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""59680851"", ""name"": ""59680851"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 111, ""endOffset"": 130, ""originalString"": ""3467-7878-3598-3437"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3467-7878-3598-3437"", ""name"": ""3467-7878-3598-3437"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","BANK_ACCOUNT_NUMBER_PII: 59680851
CREDIT_DEBIT_NUMBER_PII: 3467-7878-3598-3437"
2247,25989,"Hi everyone, I'd like to recommend Ms. Johnson for the job, since I feel she is the most qualified candidate for the position as lead project manager.  We have checked her references and both her prior boss and colleague gave her absolutely glowing reviews.  It sounds like her skills are really in line with what we are looking for.  Her taxpayer identification number has been confirmed as 784-22-4878. Please call her at (582) 488-2543 or email her at johnson45342linda@comcast.net and let her know that the job is hers. Thank you very much.","{""utterances"": [{""utterance"": ""Hi everyone, I'd like to recommend Ms. Johnson for the job, since I feel she is the most qualified candidate for the position as lead project manager.  We have checked her references and both her prior boss and colleague gave her absolutely glowing reviews.  It sounds like her skills are really in line with what we are looking for.  Her taxpayer identification number has been confirmed as 784-22-4878. Please call her at (582) 488-2543 or email her at johnson45342linda@comcast.net and let her know that the job is hers. Thank you very much."", ""entityMatches"": [{""beginOffset"": 39, ""endOffset"": 46, ""originalString"": ""Johnson"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Johnson"", ""name"": ""Johnson"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 392, ""endOffset"": 403, ""originalString"": ""784-22-4878"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""784-22-4878"", ""name"": ""784-22-4878"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}, {""beginOffset"": 424, ""endOffset"": 438, ""originalString"": ""(582) 488-2543"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(582) 488-2543"", ""name"": ""(582) 488-2543"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 455, ""endOffset"": 484, ""originalString"": ""johnson45342linda@comcast.net"", ""matchedEntities"": [{""entityName"": ""EMAIL_PII"", ""score"": 1.0, ""value"": {""originalString"": ""johnson45342linda@comcast.net"", ""name"": ""johnson45342linda@comcast.net"", ""entityName"": ""EMAIL_PII""}}]}]}]}","PERSON_PII: Johnson
TAXPAYER_ID_US_PII: 784-22-4878
TELEPHONE_NUMBER_PII: (582) 488-2543
EMAIL_PII: johnson45342linda@comcast.net"
57,25075,"Hello, my name is Cristine, and I want to deactivate the payment method of my credit card with the last four digits ending in 8650 and terminate my mobile postpaid plan. I'm having financial problems, therefore I've chosen to cancel the plan.","{""utterances"": [{""utterance"": ""Hello, my name is Cristine, and I want to deactivate the payment method of my credit card with the last four digits ending in 8650 and terminate my mobile postpaid plan. I'm having financial problems, therefore I've chosen to cancel the plan."", ""entityMatches"": [{""beginOffset"": 18, ""endOffset"": 26, ""originalString"": ""Cristine"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Cristine"", ""name"": ""Cristine"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 126, ""endOffset"": 130, ""originalString"": ""8650"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""8650"", ""name"": ""8650"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","PERSON_PII: Cristine
CREDIT_DEBIT_NUMBER_PII: 8650"
382,24114,"Good day. My name is Mitch Gellar. I'm emailing you to report the loss of my card, with card number 5437-7494-3637-8832. I noticed it missing last April 15th around 3:00 in the afternoon while waiting in line at Costco. I have already called soon after but am making a follow up letter just to make sure. Thank you very much. My phone number is (240) 874-4787 if you need to call me back.","{""utterances"": [{""utterance"": ""Good day. My name is Mitch Gellar. I'm emailing you to report the loss of my card, with card number 5437-7494-3637-8832. I noticed it missing last April 15th around 3:00 in the afternoon while waiting in line at Costco. I have already called soon after but am making a follow up letter just to make sure. Thank you very much. My phone number is (240) 874-4787 if you need to call me back."", ""entityMatches"": [{""beginOffset"": 21, ""endOffset"": 33, ""originalString"": ""Mitch Gellar"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Mitch Gellar"", ""name"": ""Mitch Gellar"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 100, ""endOffset"": 119, ""originalString"": ""5437-7494-3637-8832"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5437-7494-3637-8832"", ""name"": ""5437-7494-3637-8832"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 142, ""endOffset"": 186, ""originalString"": ""last April 15th around 3:00 in the afternoon"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last April 15th around 3:00 in the afternoon"", ""name"": ""last April 15th around 3:00 in the afternoon"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 345, ""endOffset"": 359, ""originalString"": ""(240) 874-4787"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(240) 874-4787"", ""name"": ""(240) 874-4787"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Mitch Gellar
CREDIT_DEBIT_NUMBER_PII: 5437-7494-3637-8832
DATE_TIME_PII: last April 15th around 3:00 in the afternoon
TELEPHONE_NUMBER_PII: (240) 874-4787"
